,Time,Distance,Probability
0,1,0,0.0047748976807639835
1,1,50,0.08526603001364257
2,1,100,0.10982264665757162
3,1,150,0.14188267394270124
4,1,200,0.15279672578444747
5,1,250,0.15688949522510232
6,1,300,0.16371077762619374
7,1,350,0.16439290586630287
8,1,400,0.165075034106412
9,1,450,0.165075034106412
10,1,500,0.1753069577080491
11,1,550,0.24693042291950887
12,1,600,0.24829467939972716
13,1,650,0.2489768076398363
14,1,700,0.25102319236016374
15,1,750,0.2557980900409277
16,1,800,0.25648021828103684
17,1,850,0.25648021828103684
18,1,900,0.25648021828103684
19,1,950,0.25648021828103684
