,Time,Distance,Probability
0,0,0,0.014084507042253521
1,0,16,0.018779342723004695
2,0,32,0.03286384976525822
3,0,48,0.054773082942097026
4,0,64,0.12832550860719874
5,0,80,0.14084507042253522
6,0,96,0.14084507042253522
7,0,112,0.14241001564945227
8,0,128,0.14241001564945227
9,0,144,0.14553990610328638
10,0,160,0.1486697965571205
11,0,176,0.1486697965571205
12,0,192,0.1486697965571205
13,0,208,0.1486697965571205
14,0,224,0.1486697965571205
15,0,240,0.1486697965571205
16,0,256,0.15023474178403756
17,0,272,0.15023474178403756
18,25,0,0.26604068857589985
19,25,16,0.3082942097026604
20,25,32,0.38497652582159625
21,25,48,0.47730829420970267
22,25,64,0.5618153364632238
23,25,80,0.6103286384976526
24,25,96,0.621283255086072
25,25,112,0.6244131455399061
26,25,128,0.6275430359937402
27,25,144,0.6338028169014085
28,25,160,0.6400625978090767
29,25,176,0.6416275430359938
30,25,192,0.6463223787167449
31,25,208,0.651017214397496
32,25,224,0.6572769953051644
33,25,240,0.6604068857589984
34,25,256,0.6651017214397497
35,25,272,0.672926447574335
36,50,0,0.3145539906103286
37,50,16,0.3755868544600939
38,50,32,0.4757433489827856
39,50,48,0.5899843505477308
40,50,64,0.6995305164319249
41,50,80,0.7464788732394366
42,50,96,0.7605633802816901
43,50,112,0.7636932707355243
44,50,128,0.7668231611893583
45,50,144,0.7699530516431925
46,50,160,0.7762128325508607
47,50,176,0.7793427230046949
48,50,192,0.7809076682316118
49,50,208,0.7871674491392802
50,50,224,0.7949921752738655
51,50,240,0.7949921752738655
52,50,256,0.7965571205007824
53,50,272,0.8012519561815337
54,75,0,0.3474178403755869
55,75,16,0.41158059467918623
56,75,32,0.5086071987480438
57,75,48,0.6275430359937402
58,75,64,0.7339593114241002
59,75,80,0.7824726134585289
60,75,96,0.7981220657276995
61,75,112,0.8028169014084507
62,75,128,0.809076682316119
63,75,144,0.8184663536776213
64,75,160,0.8231611893583725
65,75,176,0.8247261345852895
66,75,192,0.8247261345852895
67,75,208,0.8278560250391236
68,75,224,0.8294209702660407
69,75,240,0.8325508607198748
70,75,256,0.8325508607198748
71,75,272,0.837245696400626
72,100,0,0.37715179968701096
73,100,16,0.4491392801251956
74,100,32,0.5492957746478874
75,100,48,0.6791862284820032
76,100,64,0.7902973395931142
77,100,80,0.8356807511737089
78,100,96,0.8419405320813772
79,100,112,0.8466353677621283
80,100,128,0.8513302034428795
81,100,144,0.8575899843505478
82,100,160,0.8591549295774648
83,100,176,0.8607198748043818
84,100,192,0.8607198748043818
85,100,208,0.863849765258216
86,100,224,0.863849765258216
87,100,240,0.86697965571205
88,100,256,0.86697965571205
89,100,272,0.8701095461658842
90,125,0,0.41784037558685444
91,125,16,0.5039123630672926
92,125,32,0.6150234741784038
93,125,48,0.7433489827856025
94,125,64,0.8403755868544601
95,125,80,0.8810641627543035
96,125,96,0.8888888888888888
97,125,112,0.892018779342723
98,125,128,0.8951486697965572
99,125,144,0.8998435054773083
100,125,160,0.9014084507042254
101,125,176,0.9029733959311425
102,125,192,0.9029733959311425
103,125,208,0.9061032863849765
104,125,224,0.9076682316118936
105,125,240,0.9107981220657277
106,125,256,0.9107981220657277
107,125,272,0.9139280125195618
108,150,0,0.431924882629108
109,150,16,0.5289514866979655
110,150,32,0.6384976525821596
111,150,48,0.7668231611893583
112,150,64,0.8560250391236307
113,150,80,0.8951486697965572
114,150,96,0.9029733959311425
115,150,112,0.9061032863849765
116,150,128,0.9092331768388107
117,150,144,0.9139280125195618
118,150,160,0.9154929577464789
119,150,176,0.918622848200313
120,150,192,0.918622848200313
121,150,208,0.9217527386541471
122,150,224,0.9233176838810642
123,150,240,0.9264475743348983
124,150,256,0.9264475743348983
125,150,272,0.9295774647887324
126,175,0,0.4413145539906103
127,175,16,0.5446009389671361
128,175,32,0.6588419405320813
129,175,48,0.784037558685446
130,175,64,0.8685446009389671
131,175,80,0.9061032863849765
132,175,96,0.9139280125195618
133,175,112,0.9154929577464789
134,175,128,0.918622848200313
135,175,144,0.9248826291079812
136,175,160,0.9264475743348983
137,175,176,0.9280125195618153
138,175,192,0.9280125195618153
139,175,208,0.9311424100156495
140,175,224,0.9327073552425665
141,175,240,0.9374021909233177
142,175,256,0.9389671361502347
143,175,272,0.9405320813771518
144,200,0,0.4444444444444444
145,200,16,0.5508607198748043
146,200,32,0.6651017214397497
147,200,48,0.7902973395931142
148,200,64,0.8732394366197183
149,200,80,0.9139280125195618
150,200,96,0.9217527386541471
151,200,112,0.9233176838810642
152,200,128,0.9264475743348983
153,200,144,0.9311424100156495
154,200,160,0.9327073552425665
155,200,176,0.9358372456964006
156,200,192,0.9358372456964006
157,200,208,0.9389671361502347
158,200,224,0.9405320813771518
159,200,240,0.9436619718309859
160,200,256,0.9436619718309859
161,200,272,0.945226917057903
162,225,0,0.4444444444444444
163,225,16,0.5539906103286385
164,225,32,0.6682316118935837
165,225,48,0.7902973395931142
166,225,64,0.8732394366197183
167,225,80,0.9154929577464789
168,225,96,0.9233176838810642
169,225,112,0.9248826291079812
170,225,128,0.9280125195618153
171,225,144,0.9327073552425665
172,225,160,0.9342723004694836
173,225,176,0.9358372456964006
174,225,192,0.9358372456964006
175,225,208,0.9389671361502347
176,225,224,0.9405320813771518
177,225,240,0.9436619718309859
178,225,256,0.9436619718309859
179,225,272,0.945226917057903
180,250,0,0.4475743348982786
181,250,16,0.5618153364632238
182,250,32,0.6807511737089202
183,250,48,0.7996870109546166
184,250,64,0.8810641627543035
185,250,80,0.9217527386541471
186,250,96,0.9280125195618153
187,250,112,0.9295774647887324
188,250,128,0.9327073552425665
189,250,144,0.9374021909233177
190,250,160,0.9389671361502347
191,250,176,0.9405320813771518
192,250,192,0.9405320813771518
193,250,208,0.9436619718309859
194,250,224,0.945226917057903
195,250,240,0.9483568075117371
196,250,256,0.9483568075117371
197,250,272,0.9499217527386542
198,275,0,0.4491392801251956
199,275,16,0.5633802816901409
200,275,32,0.6838810641627543
201,275,48,0.8012519561815337
202,275,64,0.8826291079812206
203,275,80,0.9233176838810642
204,275,96,0.9295774647887324
205,275,112,0.9311424100156495
206,275,128,0.9342723004694836
207,275,144,0.9389671361502347
208,275,160,0.9405320813771518
209,275,176,0.9420970266040689
210,275,192,0.9436619718309859
211,275,208,0.94679186228482
212,275,224,0.9483568075117371
213,275,240,0.9514866979655712
214,275,256,0.9514866979655712
215,275,272,0.9530516431924883
216,300,0,0.4491392801251956
217,300,16,0.564945226917058
218,300,32,0.6870109546165885
219,300,48,0.8012519561815337
220,300,64,0.8826291079812206
221,300,80,0.9233176838810642
222,300,96,0.9295774647887324
223,300,112,0.9311424100156495
224,300,128,0.9342723004694836
225,300,144,0.9389671361502347
226,300,160,0.9405320813771518
227,300,176,0.9420970266040689
228,300,192,0.9436619718309859
229,300,208,0.94679186228482
230,300,224,0.9483568075117371
231,300,240,0.9514866979655712
232,300,256,0.9514866979655712
233,300,272,0.9530516431924883
234,325,0,0.4507042253521127
235,325,16,0.568075117370892
236,325,32,0.6932707355242567
237,325,48,0.809076682316119
238,325,64,0.8888888888888888
239,325,80,0.9280125195618153
240,325,96,0.9342723004694836
241,325,112,0.9358372456964006
242,325,128,0.9389671361502347
243,325,144,0.9436619718309859
244,325,160,0.945226917057903
245,325,176,0.94679186228482
246,325,192,0.9483568075117371
247,325,208,0.9514866979655712
248,325,224,0.9530516431924883
249,325,240,0.9561815336463224
250,325,256,0.9561815336463224
251,325,272,0.9577464788732394
252,350,0,0.4538341158059468
253,350,16,0.5758998435054773
254,350,32,0.6979655712050078
255,350,48,0.812206572769953
256,350,64,0.892018779342723
257,350,80,0.9311424100156495
258,350,96,0.9374021909233177
259,350,112,0.9389671361502347
260,350,128,0.9420970266040689
261,350,144,0.94679186228482
262,350,160,0.9483568075117371
263,350,176,0.9499217527386542
264,350,192,0.9514866979655712
265,350,208,0.9546165884194053
266,350,224,0.9561815336463224
267,350,240,0.9593114241001565
268,350,256,0.9593114241001565
269,350,272,0.9608763693270735
270,375,0,0.4538341158059468
271,375,16,0.5805946791862285
272,375,32,0.704225352112676
273,375,48,0.8215962441314554
274,375,64,0.8951486697965572
275,375,80,0.9342723004694836
276,375,96,0.9405320813771518
277,375,112,0.9420970266040689
278,375,128,0.945226917057903
279,375,144,0.9499217527386542
280,375,160,0.9514866979655712
281,375,176,0.9530516431924883
282,375,192,0.9546165884194053
283,375,208,0.9577464788732394
284,375,224,0.9593114241001565
285,375,240,0.9608763693270735
286,375,256,0.9608763693270735
287,375,272,0.9624413145539906
288,400,0,0.4569640062597809
289,400,16,0.5852895148669797
290,400,32,0.7089201877934272
291,400,48,0.8262910798122066
292,400,64,0.8982785602503912
293,400,80,0.9374021909233177
294,400,96,0.9436619718309859
295,400,112,0.945226917057903
296,400,128,0.9483568075117371
297,400,144,0.9530516431924883
298,400,160,0.9546165884194053
299,400,176,0.9561815336463224
300,400,192,0.9577464788732394
301,400,208,0.9608763693270735
302,400,224,0.9624413145539906
303,400,240,0.9640062597809077
304,400,256,0.9640062597809077
305,400,272,0.9655712050078247
306,425,0,0.4569640062597809
307,425,16,0.5852895148669797
308,425,32,0.7089201877934272
309,425,48,0.8262910798122066
310,425,64,0.8982785602503912
311,425,80,0.9374021909233177
312,425,96,0.9436619718309859
313,425,112,0.945226917057903
314,425,128,0.9483568075117371
315,425,144,0.9530516431924883
316,425,160,0.9546165884194053
317,425,176,0.9561815336463224
318,425,192,0.9577464788732394
319,425,208,0.9608763693270735
320,425,224,0.9624413145539906
321,425,240,0.9640062597809077
322,425,256,0.9640062597809077
323,425,272,0.9655712050078247
324,450,0,0.458528951486698
325,450,16,0.5884194053208138
326,450,32,0.7120500782472613
327,450,48,0.8278560250391236
328,450,64,0.8998435054773083
329,450,80,0.9389671361502347
330,450,96,0.945226917057903
331,450,112,0.94679186228482
332,450,128,0.9499217527386542
333,450,144,0.9546165884194053
334,450,160,0.9561815336463224
335,450,176,0.9577464788732394
336,450,192,0.9593114241001565
337,450,208,0.9624413145539906
338,450,224,0.9624413145539906
339,450,240,0.9640062597809077
340,450,256,0.9640062597809077
341,450,272,0.9655712050078247
342,475,0,0.458528951486698
343,475,16,0.5899843505477308
344,475,32,0.7120500782472613
345,475,48,0.8278560250391236
346,475,64,0.9014084507042254
347,475,80,0.9405320813771518
348,475,96,0.945226917057903
349,475,112,0.94679186228482
350,475,128,0.9499217527386542
351,475,144,0.9546165884194053
352,475,160,0.9561815336463224
353,475,176,0.9577464788732394
354,475,192,0.9593114241001565
355,475,208,0.9624413145539906
356,475,224,0.9624413145539906
357,475,240,0.9640062597809077
358,475,256,0.9640062597809077
359,475,272,0.9655712050078247
360,500,0,0.458528951486698
361,500,16,0.593114241001565
362,500,32,0.7167449139280125
363,500,48,0.8294209702660407
364,500,64,0.9014084507042254
365,500,80,0.9405320813771518
366,500,96,0.945226917057903
367,500,112,0.94679186228482
368,500,128,0.9499217527386542
369,500,144,0.9546165884194053
370,500,160,0.9561815336463224
371,500,176,0.9577464788732394
372,500,192,0.9593114241001565
373,500,208,0.9624413145539906
374,500,224,0.9624413145539906
375,500,240,0.9640062597809077
376,500,256,0.9640062597809077
377,500,272,0.9655712050078247
378,525,0,0.458528951486698
379,525,16,0.594679186228482
380,525,32,0.7183098591549296
381,525,48,0.8294209702660407
382,525,64,0.9014084507042254
383,525,80,0.9405320813771518
384,525,96,0.945226917057903
385,525,112,0.94679186228482
386,525,128,0.9499217527386542
387,525,144,0.9546165884194053
388,525,160,0.9561815336463224
389,525,176,0.9577464788732394
390,525,192,0.9593114241001565
391,525,208,0.9624413145539906
392,525,224,0.9624413145539906
393,525,240,0.9640062597809077
394,525,256,0.9640062597809077
395,525,272,0.9655712050078247
