,2,4,8,12,16,24
DEFAULT,74.77777777777777,3.609375,1.4479166666666667,1.1614583333333333,1.0694444444444444,1.0225694444444444
FOUR_KB,74.77777777777777,3.5381944444444446,1.4184027777777777,1.1475694444444444,1.0555555555555556,1.0208333333333333
SIXTEEN_KB,77.77777777777777,3.1822916666666665,1.3298611111111112,1.1006944444444444,1.0364583333333333,1.015625
SIXTY_FOUR_KB,81.55555555555556,3.5677083333333335,1.4565972222222223,1.171875,1.0572916666666667,1.015625
