disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",0,42,0.472605307,0,C,R,168656,8,[0]
"8,16",0,46,0.472649349,19245,I,R,3344088,8,[java]
"8,16",0,48,0.4726547,211,D,R,3344088,8,[kworker/0:1H]
"8,16",0,49,0.473178642,0,C,R,3344088,8,[0]
"8,16",0,53,0.47322811,19245,I,R,746552,256,[java]
"8,16",0,54,0.473230891,19245,D,R,746552,256,[java]
"8,16",0,56,0.478103392,0,C,R,746552,256,[0]
"8,16",0,60,0.478166338,19245,I,R,746808,256,[java]
"8,16",0,61,0.478169425,19245,D,R,746808,256,[java]
"8,16",0,66,0.478224134,19245,I,R,747064,256,[java]
"8,16",0,68,0.478226634,19245,D,R,747064,256,[java]
"8,16",0,69,0.479225349,0,C,R,746808,256,[0]
"8,16",0,70,0.480129327,19241,C,R,747064,256,[0]
"8,16",3,60,0.546089872,19245,I,R,2424928,256,[java]
"8,16",3,62,0.546097736,19245,D,R,2424928,256,[java]
"8,16",3,63,0.561925943,19172,C,R,2424928,256,[0]
"8,16",3,67,0.562120704,19245,I,R,2192392,256,[java]
"8,16",3,68,0.562124676,19245,D,R,2192392,256,[java]
"8,16",3,70,0.574256202,19172,C,R,2192392,256,[0]
"8,16",3,74,0.574359389,19245,I,R,2192648,256,[java]
"8,16",3,75,0.574363291,19245,D,R,2192648,256,[java]
"8,16",3,80,0.574423859,19245,I,R,2192904,256,[java]
"8,16",3,82,0.574426471,19245,D,R,2192904,256,[java]
"8,16",3,83,0.575295757,19172,C,R,2192648,256,[0]
"8,16",3,84,0.576363573,19172,C,R,2192904,256,[0]
"8,16",3,88,0.585261904,19245,I,R,3693376,256,[java]
"8,16",3,90,0.585269524,19245,D,R,3693376,256,[java]
"8,16",3,91,0.592803064,19172,C,R,3693376,256,[0]
"8,16",3,95,0.593003229,19245,I,R,3222536,256,[java]
"8,16",3,96,0.593007492,19245,D,R,3222536,256,[java]
"8,16",3,98,0.60471961,19172,C,R,3222536,256,[0]
"8,16",3,102,0.604803218,19245,I,R,3222792,256,[java]
"8,16",3,103,0.604807399,19245,D,R,3222792,256,[java]
"8,16",3,108,0.60486684,19245,I,R,3223048,256,[java]
"8,16",3,110,0.604869385,19245,D,R,3223048,256,[java]
"8,16",3,111,0.605688329,19172,C,R,3222792,256,[0]
"8,16",3,112,0.60683449,19172,C,R,3223048,256,[0]
"8,16",3,116,0.608997352,19245,I,R,2408136,256,[java]
"8,16",3,117,0.609003215,19245,D,R,2408136,256,[java]
"8,16",3,119,0.614458362,19172,C,R,2408136,256,[0]
"8,16",3,123,0.615363263,19245,I,R,1605160,256,[java]
"8,16",3,124,0.615368006,19245,D,R,1605160,256,[java]
"8,16",3,126,0.626876077,19172,C,R,1605160,256,[0]
"8,16",3,130,0.626941227,19245,I,R,1605416,256,[java]
"8,16",3,131,0.626945179,19245,D,R,1605416,256,[java]
"8,16",3,136,0.626982528,19245,I,R,1605672,256,[java]
"8,16",3,138,0.62698524,19245,D,R,1605672,256,[java]
"8,16",3,139,0.627904081,19172,C,R,1605416,256,[0]
"8,16",3,140,0.628989895,19172,C,R,1605672,256,[0]
"8,16",0,74,0.634990763,19244,I,R,1606560,256,[java]
"8,16",0,75,0.635003871,19244,D,R,1606560,256,[java]
"8,16",0,77,0.635703396,0,C,R,1606560,256,[0]
"8,16",0,81,0.635799765,19244,I,R,1606816,256,[java]
"8,16",0,82,0.635803351,19244,D,R,1606816,256,[java]
"8,16",0,87,0.635852892,19244,I,R,1607072,256,[java]
"8,16",0,89,0.635856297,19244,D,R,1607072,256,[java]
"8,16",0,90,0.63642104,19171,C,R,1606816,256,[0]
"8,16",0,91,0.636882738,19244,C,R,1607072,256,[0]
"8,16",0,95,0.64163729,19244,I,R,590688,256,[java]
"8,16",0,96,0.641643162,19244,D,R,590688,256,[java]
"8,16",0,98,0.653890451,19171,C,R,590688,256,[0]
"8,16",0,102,0.654099328,19244,I,R,3344008,8,[java]
"8,16",0,104,0.654107784,211,D,R,3344008,8,[kworker/0:1H]
"8,16",0,105,0.654539721,19171,C,R,3344008,8,[0]
"8,16",0,109,0.654567072,19244,I,R,632736,256,[java]
"8,16",0,110,0.654569924,19244,D,R,632736,256,[java]
"8,16",0,112,0.659110333,19171,C,R,632736,256,[0]
"8,16",0,116,0.65915874,19244,I,R,632992,256,[java]
"8,16",0,117,0.659162014,19244,D,R,632992,256,[java]
"8,16",0,122,0.659233241,19244,I,R,633248,256,[java]
"8,16",0,124,0.659235774,19244,D,R,633248,256,[java]
